Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
22,Wayman Tisdale,25,SAC,PF,79,79,37.2,9.2,17.5,0.525,0,0.1,0,9.2,17.4,0.527,0.525,3.9,4.9,0.783,2.3,5.2,7.5,1.4,0.7,0.7,1.9,3.2,22.3,
23,Mitch Richmond,24,GSW,SG,78,78,35.9,8.2,16.5,0.497,0.4,1.2,0.358,7.8,15.3,0.508,0.51,5.2,6,0.866,1.3,3.4,4.6,2.9,1.3,0.3,2.6,2.7,22.1,
Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
24,Xavier McDaniel,26,SEA,SF,69,67,35.2,8.9,17.9,0.496,0.1,0.2,0.294,8.8,17.6,0.498,0.498,3.5,4.8,0.733,2.4,4.1,6.5,2.5,1.1,0.5,2.7,3.3,21.3,
25,Charles Smith,24,LAC,PF,78,76,35,7.6,14.7,0.52,0,0.2,0.083,7.6,14.5,0.524,0.52,5.8,7.3,0.794,2.3,4.4,6.7,1.5,1.1,1.5,2.1,3.8,21.1,
26,James Worthy,28,LAL,SF,80,80,37,8.9,16.2,0.548,0.2,0.6,0.306,8.7,15.6,0.557,0.554,3.1,4,0.782,2,4,6,3.6,1.2,0.6,2,2.4,21.1,"AS,NBA3"
27,Kevin McHale,32,BOS,PF,82,25,33.2,7.9,14.4,0.549,0.3,0.8,0.333,7.6,13.6,0.562,0.558,4.8,5.4,0.893,2.5,5.8,8.3,2.1,0.4,1.9,2.2,3,20.9,"AS,DEF2"
28,Chuck Person,25,IND,SF,77,73,35.2,7.9,16.1,0.487,1.2,3.3,0.372,6.6,12.8,0.517,0.525,2.7,3.5,0.781,1.6,4.1,5.8,3,0.7,0.3,2.2,2.8,19.7,
29,Mark Price,25,CLE,PG,73,73,37.1,6.7,14.6,0.459,2.1,5.1,0.406,4.6,9.5,0.487,0.53,4.1,4.6,0.888,0.9,2.5,3.4,9.1,1.6,0.1,2.9,1.2,19.6,
30,Rolando Blackman,30,DAL,SG,80,80,36.7,7.8,15.7,0.498,0.2,0.5,0.302,7.7,15.2,0.505,0.504,3.6,4.3,0.844,1.1,2.4,3.5,3.6,1,0.3,2.2,1.6,19.4,AS
31,Terry Catledge,26,ORL,PF,74,72,33.3,7.4,15.6,0.474,0,0.1,0.25,7.4,15.5,0.476,0.475,4.6,6.6,0.702,3.7,3.9,7.6,1,0.5,0.2,2.4,2.7,19.4,
32,Moses Malone,34,ATL,C,81,81,33.8,6.4,13.3,0.48,0,0.1,0.111,6.4,13.2,0.483,0.481,6.1,7.8,0.781,4.5,5.5,10,1.6,0.6,1,2.9,2,18.9,
33,Reggie Theus,32,ORL,SG,76,71,30.9,6.8,15.5,0.439,0.3,1.4,0.248,6.5,14.1,0.458,0.45,5,5.8,0.853,1,1.9,2.9,5.4,0.8,0.2,3,2.6,18.9,
34,Hersey Hawkins,23,PHI,SG,82,82,34.8,6.4,13.9,0.46,1,2.4,0.42,5.3,11.4,0.468,0.496,4.7,5.3,0.888,1,2.7,3.7,3.2,1.6,0.3,2.3,2.6,18.5,
35,Isiah Thomas,28,DET,PG,81,81,37,7.1,16.3,0.438,0.5,1.7,0.309,6.6,14.6,0.453,0.454,3.6,4.7,0.775,0.9,2.9,3.8,9.4,1.7,0.2,4,2.5,18.4,"MVP-13,AS"
36,Fat Lever,29,DEN,SG,79,79,35.8,7.2,16.2,0.443,0.5,1.1,0.414,6.7,15.1,0.445,0.457,3.4,4.3,0.804,2.9,6.4,9.3,6.5,2.1,0.2,2,2.2,18.3,AS
37,John Williams,23,WSB,SF,18,18,35.1,7.2,15.2,0.474,0.1,1,0.111,7.1,14.2,0.5,0.478,3.6,4.7,0.774,1.5,6.1,7.6,4.7,1.2,0.5,2.4,1.8,18.2,
38,Derek Harper,28,DAL,PG,82,82,36.7,6.9,14.2,0.488,1.1,2.9,0.371,5.8,11.2,0.519,0.527,3,3.8,0.794,0.7,2.3,3,7.4,2.3,0.3,2.5,2.7,18,"DPOY-3,DEF2"
39,Danny Ainge,30,SAC,PG,75,68,36.4,6.7,15.4,0.438,1.4,3.9,0.374,5.3,11.5,0.46,0.485,3,3.6,0.831,0.9,3.4,4.3,6,1.5,0.2,2.5,3.2,17.9,
40,Alex English,36,DEN,SF,80,80,27.6,7.9,16.2,0.491,0,0.1,0.4,7.9,16.1,0.491,0.492,2,2.3,0.88,1.5,2.1,3.6,2.8,0.6,0.3,1.2,1.6,17.9,
41,Joe Dumars,26,DET,SG,75,71,34.4,6.8,14.1,0.48,0.3,0.7,0.4,6.5,13.4,0.485,0.491,4,4.4,0.9,0.8,2,2.8,4.9,0.8,0,1.9,1.7,17.8,"MVP-13,DPOY-3,AS,NBA3,DEF1"
42,Jeff Hornacek,26,PHO,SG,67,60,34,7.2,13.4,0.536,0.6,1.5,0.408,6.6,12,0.552,0.558,2.6,3,0.856,1.3,3.4,4.7,5,1.7,0.2,1.9,2.1,17.6,
43,Terry Porter,26,POR,PG,80,80,34.8,5.6,12.1,0.462,1.1,3,0.374,4.5,9.1,0.491,0.508,5.3,5.9,0.892,0.7,2.7,3.4,9.1,1.9,0.1,3.1,1.9,17.6,
44,Rex Chapman,22,CHH,SG,54,52,32.6,7,17.1,0.408,0.9,2.6,0.331,6.1,14.5,0.422,0.433,2.7,3.6,0.75,1,2.4,3.3,2.4,0.9,0.1,1.9,2.1,17.5,
45,Walter Davis,35,DEN,SG,69,0,23.7,7.2,15,0.481,0.1,0.7,0.13,7.1,14.3,0.497,0.484,3,3.3,0.912,0.7,1.9,2.6,2.2,0.9,0.1,1.5,2.3,17.5,
46,John Stockton,27,UTA,PG,78,78,37.4,6.1,11.8,0.514,0.6,1.4,0.416,5.4,10.3,0.528,0.54,4.5,5.5,0.819,0.7,1.9,2.6,14.5,2.7,0.2,3.5,3,17.2,"MVP-9,AS,NBA2"
47,Otis Thorpe,27,HOU,PF,82,82,35.9,6.7,12.2,0.548,0,0.1,0,6.7,12,0.554,0.548,3.7,5.4,0.688,3.1,5.8,9,3.2,0.8,0.3,2.8,3.3,17.1,
48,Reggie Lewis,24,BOS,SG,79,54,31.9,6.8,13.8,0.496,0.1,0.2,0.267,6.8,13.6,0.499,0.498,3.2,4,0.808,1.4,3,4.4,2.8,1.1,0.8,1.5,2.7,17,
Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
49,Eddie Johnson,30,PHO,SF,64,4,28.3,6.4,14.2,0.453,1.1,2.9,0.38,5.3,11.3,0.472,0.492,2.9,3.2,0.917,1.1,2.8,3.8,1.7,0.5,0.2,1.7,2.7,16.9,6MOY-3
50,Brad Daugherty,24,CLE,C,41,40,35.1,6,12.4,0.479,0,0,0,6,12.4,0.481,0.479,4.9,7,0.704,1.9,7.2,9.1,3.2,0.7,0.5,2.7,2.6,16.8,
51,Roy Tarpley,25,DAL,PF,45,35,36.6,7,15.5,0.451,0,0.1,0,7,15.3,0.455,0.451,2.9,3.8,0.756,4.2,8.9,13.1,1.5,1.8,1.6,2.6,3.6,16.8,
52,Hot Rod Williams,27,CLE,PF,82,29,33.9,6.4,13,0.493,0,0,,6.4,13,0.493,0.493,4,5.4,0.739,2.7,5.4,8.1,2,1,2,1.7,2.6,16.8,6MOY-3
53,Armen Gilliam,25,2TM,PF,76,66,31.9,6.4,12.4,0.515,0,0,0,6.4,12.3,0.516,0.515,4,5.5,0.723,2.8,5.1,7.9,1.3,0.9,0.7,2.4,2.8,16.7,
53,Armen Gilliam,25,PHO,PF,16,7,16.7,3.3,7.6,0.43,0,0,,3.3,7.6,0.43,0.43,2.4,3.5,0.696,1.6,2.8,4.4,0.5,0.4,0.3,1.1,1.8,8.9,
53,Armen Gilliam,25,CHH,PF,60,59,36,7.2,13.7,0.527,0,0,0,7.2,13.6,0.529,0.527,4.4,6.1,0.727,3.1,5.7,8.8,1.5,1.1,0.8,2.8,3.1,18.8,
54,Rodney McCray,28,SAC,SF,82,82,39.5,6.5,12.7,0.515,0.1,0.5,0.262,6.4,12.2,0.525,0.52,3.3,4.2,0.784,2.3,5.8,8.2,4.6,0.7,0.9,2.1,2.1,16.6,
55,Rony Seikaly,24,MIA,C,74,72,32.6,6.6,13.1,0.502,0,0,0,6.6,13.1,0.503,0.502,3.5,5.8,0.594,3.4,6.9,10.4,1.1,1.1,1.7,3.2,3.5,16.6,MIP-1
56,Scottie Pippen,24,CHI,SF,82,82,38.4,6.9,14,0.489,0.3,1.4,0.25,6.5,12.7,0.514,0.501,2.4,3.6,0.675,1.8,4.8,6.7,5.4,2.6,1.2,3.4,3.6,16.5,AS
57,Danny Manning,23,LAC,PF,71,42,32,6.2,11.6,0.533,0,0.1,0,6.2,11.6,0.536,0.533,3.9,5.2,0.741,2,3.9,5.9,2.6,1.3,0.5,2.6,3.7,16.3,
58,Larry Nance,30,CLE,PF,62,53,33.3,6.6,13,0.511,0,0,1,6.6,13,0.51,0.511,3,3.9,0.778,2.6,5.7,8.3,2.6,0.9,2,1.8,3,16.3,
59,Kevin Duckworth,25,POR,C,82,82,30,6.7,14,0.478,0,0,,6.7,14,0.478,0.478,2.8,3.8,0.74,2.2,4,6.2,1.1,0.4,0.4,2.1,3.3,16.2,
60,Detlef Schrempf,27,IND,PF,78,18,33,5.4,10.5,0.516,0.2,0.6,0.354,5.2,9.9,0.526,0.526,5.2,6.3,0.82,1.9,6,7.9,3.2,0.8,0.2,2.3,3.5,16.2,6MOY-2
61,Ken Norman,25,LAC,SF,70,64,33.3,6.9,13.6,0.51,0.1,0.2,0.438,6.8,13.3,0.511,0.514,2.2,3.5,0.632,2,4.7,6.7,2.3,1.1,0.8,2.7,2.8,16.1,
62,Terry Teagle,29,GSW,SF,82,49,29,6.6,13.7,0.48,0,0.2,0.214,6.5,13.5,0.483,0.481,3,3.6,0.83,1.4,3.1,4.5,1.9,1.1,0.2,1.8,2.8,16.1,
63,Dell Curry,25,CHH,SG,67,13,27.8,6.9,14.8,0.466,0.8,2.2,0.354,6.1,12.6,0.485,0.492,1.4,1.6,0.923,0.5,2,2.5,2.4,1.5,0.4,1.5,2.2,16,
64,Jerome Kersey,27,POR,SF,82,82,34.7,6.3,13.2,0.478,0,0.2,0.15,6.3,13,0.485,0.48,3.3,4.8,0.69,3.1,5.4,8.4,2.3,1.5,0.8,1.8,3.7,16,
65,Sam Perkins,28,DAL,SF,76,70,35.1,5.7,11.6,0.493,0.1,0.4,0.214,5.6,11.3,0.502,0.496,4.3,5.6,0.778,2.8,4.8,7.5,2.3,1.2,0.8,1.9,3,15.9,
66,Dennis Hopson,24,NJN,SG,79,64,32.3,6,13.8,0.434,0.4,1.3,0.317,5.6,12.6,0.446,0.448,3.4,4.3,0.792,1.4,2.1,3.5,1.9,1.3,0.6,2.1,2.3,15.8,
67,Willie Anderson,23,SAS,SG,82,81,34,6.5,13.2,0.492,0.1,0.3,0.269,6.4,12.9,0.497,0.495,2.6,3.5,0.748,1.4,3.1,4.5,4.4,1.4,0.7,2.4,3.1,15.7,
68,Derrick McKey,23,SEA,SF,80,80,34.4,5.9,11.9,0.493,0,0.3,0.13,5.8,11.6,0.502,0.495,3.9,5,0.782,2.1,4,6.1,2.3,1.1,1,2.4,3.1,15.7,
69,Robert Parish,36,BOS,C,79,78,30.3,6.4,11,0.58,0,0,,6.4,11,0.58,0.58,2.9,3.9,0.747,3.3,6.8,10.1,1.3,0.5,0.9,2.1,2.4,15.7,AS
70,Kelly Tripucka,30,CHH,SF,79,73,30.4,5.6,13,0.43,0.5,1.3,0.365,5.1,11.7,0.437,0.448,3.9,4.4,0.883,1,3,4.1,2.8,0.9,0.2,2.2,2.8,15.6,
71,Michael Adams,27,DEN,PG,79,74,34.1,5,12.5,0.402,2,5.5,0.366,3,7.1,0.431,0.482,3.4,4,0.85,0.6,2.2,2.8,6.3,1.5,0,1.8,1.7,15.5,
Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
72,Byron Scott,28,LAL,SG,77,77,33.7,6.1,13.1,0.47,1.2,2.9,0.423,4.9,10.2,0.483,0.516,2.1,2.7,0.766,0.7,2.5,3.1,3.6,1,0.4,1.6,2.3,15.5,
73,Rik Smits,23,IND,C,82,82,29.3,6.3,11.8,0.533,0,0,0,6.3,11.8,0.533,0.533,2.9,3.6,0.811,1.6,4.6,6.2,1.7,0.5,2.1,1.7,4,15.5,
74,Mitchell Wiggins,30,HOU,SG,66,52,28.1,6.3,12.9,0.488,0,0,0,6.3,12.9,0.489,0.488,2.9,3.6,0.81,2,2.3,4.3,1.6,1.3,0,1.3,2.5,15.5,
75,Jay Humphries,27,MIL,PG,81,81,34.8,6.1,12.4,0.494,0.3,0.9,0.3,5.9,11.5,0.508,0.504,2.8,3.5,0.786,1,2.3,3.3,5.8,1.9,0.1,1.9,3.1,15.3,
76,Roy Hinson,28,NJN,PF,25,19,31.7,5.8,11.4,0.507,0,0,,5.8,11.4,0.507,0.507,3.4,4,0.869,2.4,4.4,6.9,0.9,0.6,1.1,2.1,3.5,15,
77,Buck Johnson,26,HOU,SF,82,82,34.5,6.1,12.4,0.495,0,0.2,0.118,6.1,12.2,0.501,0.496,2.5,3.3,0.759,1.4,3.3,4.6,3.1,1.3,0.8,2,3.9,14.8,
78,Chris Morris,24,NJN,SF,80,76,30.6,5.6,13.3,0.422,0.8,2.4,0.316,4.9,10.9,0.445,0.45,2.9,4,0.722,2.4,2.9,5.3,1.8,1.6,1,2.3,2.7,14.8,
79,Sam Bowie,28,NJN,C,68,54,32.5,5.1,12.3,0.416,0.1,0.5,0.323,5,11.8,0.42,0.422,4.3,5.6,0.776,3,7.1,10.1,1.3,0.6,1.8,1.8,3.1,14.7,
80,Tyrone Corbin,27,MIN,SF,82,80,36.7,6.4,13.2,0.481,0,0.1,0,6.4,13.1,0.486,0.481,2,2.5,0.77,2.7,4.7,7.4,2.6,2.1,0.5,1.7,3.5,14.7,
81,Adrian Dantley,34,DAL,SF,45,45,28.9,5.1,10.8,0.477,0,0,0,5.1,10.7,0.479,0.477,4.4,5.6,0.787,1.7,2.1,3.8,1.8,0.4,0.2,1.7,2.2,14.7,
82,Tim Hardaway,23,GSW,PG,79,78,33.7,5.9,12.5,0.471,0.3,1.1,0.274,5.6,11.4,0.489,0.483,2.7,3.5,0.764,0.7,3.2,3.9,8.7,2.1,0.2,3.3,2.9,14.7,
83,Charles Oakley,26,NYK,PF,61,61,36,5.5,10.5,0.524,0,0,0,5.5,10.5,0.527,0.524,3.6,4.7,0.761,4.2,7.7,11.9,2.4,1,0.3,2.7,3.6,14.6,
84,James Edwards,34,DET,C,82,70,27.8,5.6,11.3,0.498,0,0,0,5.6,11.3,0.499,0.498,3.2,4.3,0.749,1.4,2.8,4.2,0.8,0.3,0.5,1.6,3.6,14.5,
85,Gerald Wilkins,26,NYK,SG,82,80,31.8,5.8,12.6,0.457,0.5,1.5,0.312,5.3,11.1,0.477,0.476,2.5,3.2,0.803,1.6,2.9,4.5,4,1.2,0.3,2.4,2.3,14.5,
86,Johnny Dawkins,26,PHI,PG,81,81,35.4,5.7,11.7,0.489,0.3,0.8,0.333,5.5,10.9,0.501,0.501,2.6,3,0.861,0.6,2.5,3,7.4,1.5,0.1,2.6,2,14.3,
87,Sherman Douglas,23,MIA,PG,81,66,30.5,5.7,11.6,0.494,0.1,0.4,0.161,5.7,11.2,0.505,0.496,2.8,4,0.687,0.9,1.7,2.5,7.6,1.8,0.1,3,2.3,14.3,
88,Vern Fleming,27,IND,PG,82,82,35.1,5.7,11.2,0.508,0.1,0.4,0.353,5.5,10.8,0.514,0.515,2.8,3.6,0.782,1.4,2.5,3.9,7.4,1.1,0.1,2.5,2.6,14.3,
89,Thurl Bailey,28,UTA,SF,82,33,31.5,5.7,11.9,0.481,0,0.1,0,5.7,11.8,0.485,0.481,2.7,3.5,0.779,1.4,3.6,5,1.7,0.4,1.2,1.7,2.1,14.2,
90,Alvin Robertson,27,MIL,SG,81,81,32.1,5.9,11.7,0.503,0,0.3,0.154,5.8,11.4,0.513,0.505,2.4,3.3,0.741,2.8,4.1,6.9,5.5,2.6,0.2,2.7,3.5,14.2,"DPOY-5,DEF2"
91,Mark Aguirre,30,DET,SF,78,40,25.7,5.6,11.5,0.488,0.4,1.2,0.333,5.2,10.3,0.506,0.505,2.5,3.3,0.756,1.5,2.4,3.9,1.9,0.4,0.2,1.6,2.6,14.1,
92,Jack Sikma,34,MIL,C,71,70,31.7,4.8,11.6,0.416,1,2.8,0.342,3.9,8.8,0.439,0.457,3.2,3.7,0.885,1.5,5.4,6.9,3.2,1.1,0.7,2,3.4,13.9,
93,Mike Gminski,30,PHI,C,81,81,32.8,5.7,12.4,0.457,0,0.2,0.176,5.6,12.2,0.462,0.459,2.4,2.9,0.821,2.4,6.1,8.5,1.6,0.5,1.3,1.2,1.7,13.7,
94,Craig Ehlo,28,CLE,SG,81,64,35.7,5.4,11.6,0.464,1.3,3.1,0.419,4.1,8.5,0.48,0.519,1.6,2.3,0.681,1.8,3.6,5.4,4.6,1.6,0.3,2,2.8,13.6,
95,Glen Rice,22,MIA,SF,77,60,30,6.1,13.9,0.439,0.2,0.9,0.246,5.9,13,0.452,0.447,1.2,1.6,0.734,1.3,3.3,4.6,1.8,0.9,0.4,1.5,2.6,13.6,
96,Buck Williams,29,POR,PF,82,82,34.2,5,9.2,0.548,0,0,0,5,9.2,0.548,0.548,3.5,5,0.706,3,6.7,9.8,1.4,0.8,0.5,2,3.5,13.6,"MVP-10,DEF1"
Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
97,Benoit Benjamin,25,LAC,C,71,58,32.6,5.1,9.7,0.526,0,0,0,5.1,9.7,0.527,0.526,3.3,4.5,0.732,2.2,7.1,9.3,2.2,0.8,2.6,2.6,3.1,13.5,
98,Ledell Eackles,23,WSB,SG,78,8,21.7,5.3,12.1,0.439,0.2,0.8,0.322,5.1,11.3,0.447,0.449,2.7,3.6,0.75,0.9,1.3,2.2,2.3,0.6,0.1,1.8,2,13.5,
99,Otis Smith,26,ORL,SF,65,35,25.3,5.4,10.9,0.492,0.2,0.6,0.25,5.2,10.3,0.506,0.499,2.6,3.4,0.761,1.8,2.8,4.6,2.3,1.2,0.9,1.6,2.7,13.5,
100,Horace Grant,24,CHI,PF,80,80,34.4,5.6,10.7,0.523,0,0,,5.6,10.7,0.523,0.523,2.2,3.2,0.699,3,4.9,7.9,2.8,1.2,1.1,1.4,2.9,13.4,
101,Gary Grant,24,LAC,PG,44,44,34.8,5.5,11.8,0.466,0.1,0.5,0.238,5.4,11.3,0.476,0.471,2,2.6,0.779,1.3,3.1,4.4,10,2.5,0.1,4.7,2.7,13.1,
102,Purvis Short,32,NJN,SF,82,24,27,5.3,11.6,0.455,0.1,0.4,0.286,5.1,11.2,0.461,0.46,2.4,2.9,0.835,1.2,1.8,3,1.8,0.8,0.2,1.5,2.5,13.1,
103,A.C. Green,26,LAL,PF,82,82,33,4.7,9.8,0.478,0.2,0.6,0.283,4.5,9.3,0.489,0.486,3.4,4.5,0.751,3.2,5.5,8.7,1.1,0.8,0.6,1.4,2.5,12.9,AS
104,Johnny Newman,26,NYK,SF,80,69,28.5,4.7,9.8,0.476,0.6,1.8,0.317,4.1,8.1,0.511,0.504,3,3.7,0.799,0.8,1.6,2.4,2.3,1.2,0.3,1.8,3.2,12.9,
105,Jerry Reynolds,27,ORL,SF,67,40,27.1,4.6,11.1,0.417,0,0.2,0.071,4.6,10.9,0.424,0.418,3.6,4.8,0.742,1.4,3.5,4.8,2.7,1.4,1,2.1,2.4,12.8,
106,Sam Mitchell,26,MIN,PF,80,30,30.2,4.7,10.4,0.446,0,0.1,0,4.7,10.3,0.451,0.446,3.4,4.4,0.768,2.3,3.5,5.8,1.1,0.8,0.7,1.2,3.8,12.7,
107,Orlando Woolridge,30,LAL,SF,62,2,22.9,4.9,8.9,0.556,0,0.1,0,4.9,8.8,0.561,0.556,2.8,3.9,0.733,0.8,2.2,3,1.5,0.6,0.7,1.2,2.6,12.7,6MOY-3
108,Doc Rivers,28,ATL,PG,48,44,31.8,4.5,10,0.454,0.5,1.4,0.364,4,8.6,0.469,0.479,2.9,3.5,0.812,1,3.2,4.2,5.5,2.4,0.5,2,3.1,12.5,
109,Blair Rasmussen,27,DEN,C,81,55,24.6,5.5,11,0.497,0,0,0,5.5,11,0.498,0.497,1.4,1.7,0.828,2.1,5.2,7.3,1,0.5,1.3,0.9,3.7,12.4,
110,Kevin Willis,27,ATL,PF,81,51,28.1,5.2,9.9,0.519,0,0.1,0.286,5.1,9.9,0.521,0.52,2.1,3,0.683,3.1,4.8,8,0.7,0.8,0.6,1.8,3.2,12.4,
111,Antoine Carr,28,2TM,PF,77,4,22.4,4.6,9.4,0.494,0,0.1,0,4.6,9.3,0.499,0.494,3.1,3.9,0.795,1.5,2.7,4.2,1.5,0.4,0.9,1.6,3.2,12.3,6MOY-6
111,Antoine Carr,28,ATL,PF,44,0,18.3,2.9,5.6,0.516,0,0.1,0,2.9,5.5,0.525,0.516,1.8,2.3,0.775,1.1,2.3,3.4,1.2,0.3,0.8,1.2,2.9,7.6,
