Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Allen Iverson,25,PHI,SG,71,71,42,10.7,25.5,0.42,1.4,4.3,0.32,9.4,21.2,0.441,0.447,8.2,10.1,0.814,0.7,3.1,3.8,4.6,2.5,0.3,3.3,2.1,31.1,"MVP-1,DPOY-11,AS,NBA1"
2,Jerry Stackhouse,26,DET,SG,80,80,40.2,9.7,24.1,0.402,2.1,5.9,0.351,7.6,18.2,0.418,0.445,8.3,10.1,0.822,1.2,2.7,3.9,5.1,1.2,0.7,4.1,2,29.8,"MVP-14,AS"
3,Shaquille O'Neal,28,LAL,C,74,74,39.5,11,19.2,0.572,0,0,0,11,19.2,0.573,0.572,6.7,13.1,0.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7,"MVP-3,DPOY-8,AS,NBA1,DEF2"
4,Kobe Bryant,22,LAL,SG,68,68,40.9,10.3,22.2,0.464,0.9,2.9,0.305,9.4,19.3,0.489,0.484,7,8.2,0.853,1.5,4.3,5.9,5,1.7,0.6,3.2,3.3,28.5,"MVP-9,DPOY-11,AS,NBA2,DEF2"
5,Vince Carter,24,TOR,SF,75,75,39.7,10.2,22.1,0.46,2.2,5.3,0.408,8,16.8,0.477,0.509,5.1,6.7,0.765,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7,27.6,"MVP-11,AS,NBA2"
6,Chris Webber,27,SAC,PF,70,70,40.5,11.2,23.4,0.481,0,0.4,0.071,11.2,23,0.488,0.481,4.6,6.6,0.703,2.6,8.5,11.1,4.2,1.3,1.7,2.8,3.2,27.1,"MVP-4,AS,NBA1"
7,Tracy McGrady,21,ORL,SG,77,77,40.1,10.2,22.4,0.457,0.8,2.2,0.355,9.5,20.2,0.468,0.474,5.6,7.6,0.733,2.5,5,7.5,4.6,1.5,1.5,2.6,2.1,26.8,"MVP-6,MIP-1,AS,NBA2"
8,Paul Pierce,23,BOS,SF,82,82,38,8.4,18.5,0.454,1.8,4.7,0.383,6.6,13.8,0.478,0.503,6.7,9,0.745,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1,25.3,MVP-13
9,Antawn Jamison,24,GSW,SF,82,82,41.4,9.8,22.1,0.442,0.8,2.5,0.302,9,19.6,0.459,0.459,4.7,6.5,0.715,3.4,5.3,8.7,2,1.4,0.3,2.4,2.7,24.9,
10,Stephon Marbury,23,NJN,PG,67,67,38.2,8.4,19.1,0.441,1.6,5,0.328,6.8,14.1,0.481,0.484,5.4,6.8,0.79,0.8,2.3,3.1,7.6,1.2,0.1,2.9,2.2,23.9,AS
